Title,Authors,Language,Categories,Average Rating,Maturity Rating,Publisher,Published Date,Page Count,Edition type,Translated,Top Selling
Learn Spanish with Innovative Language's Proven Language System - Level 3: Beginner Spanish: Beginner Spanish #2,Innovative Language Learning,Varios,Business & Economics,3.5,Not mature,SAGE,2004,523,Audiobook,Yes ,North America
Learn French with Innovative Language's Proven Language System - Level 3: Beginner French: Beginner French #29,Innovative Language Learning,Varios,Students,2.0,Not mature,SAGE,1897,1254,Audiobook,Yes ,Latin America
To-Do List Formula: A Stress-Free Guide to Creating To-Do Lists That Work!,Damon Zahariades,Árabe,Technologists,3.5,Not mature,SAGE,1890,523,Audiobook,No,Europe
Brave New World,Aldous Huxley,Español,Technologists,4.0,Not mature,SAGE,1997,785,Audiobook,Yes ,Europe
TED Talks: The Official TED Guide to Public Speaking,Chris Anderson,Español,Architecture,3.5,Not mature,SAGE,1973,125,Audiobook,No,Oceania
Your Money or Your Life: 9 Steps to Transforming Your Relationship with Money and Achieving Financial Independence: Fully Revised and Updated for 2018,Vicki Robin,Español,History,3.5,Not mature,Cengage Learning ,2009,160,Audiobook,Yes ,North America
"Bared to You: A Crossfire Novel, Book 1",Sylvia Day,Varios,Geology,4.0,Not mature,SIAM,1983,654,Audiobook,Yes ,Asia
How to Do Nothing: Resisting the Attention Economy,Jenny Odell,Varios,English literature,2.0,Not mature,SIAM,1865,351,Audiobook,Yes ,Latin America
Learn French: Word Power 101: Absolute Beginner French #33,Innovative Language Learning,Varios,English literature,3.5,Not mature,CRC Press,2016,158,Audiobook,Yes ,North America
Half-Lion: How P.V. Narasimha Rao Transformed India,Vinay Sitapati,Español,English literature,4.0,Not mature,John Wiley & Sons,2016,500,Audiobook,No,Latin America
Gather ‘Round the Sound: Holiday Stories from Beloved Authors and Great Performers Across the Globe,Paulo Coelho,English,English literature,3.5,Not mature,John Wiley & Sons,2014,694,Audiobook,Yes ,Oceania
Shunya: A Novel,Sri M,English,Juvenile Fiction,3.5,Not mature,John Wiley & Sons,2016,874,Audiobook,Yes ,Central America
The Art of Letting Go,Rania Naim,English,Juvenile Fiction,5.0,Not mature,Springer,2010,336,Audiobook,Yes ,North America
The Stranger in My Bed,Shanaya Taneja,Varios,Juvenile Fiction,3.0,Not mature,Springer,2016,304,Audiobook,Yes ,North America
The Sherlock Holmes Collection,Arthur Conan Doyle,Varios,Juvenile Fiction,5.0,Not mature,Springer,2004,133,Audiobook,Yes ,Asia
Grey: Fifty Shades of Grey as told by Christian Grey,E L James,Varios,Juvenile Fiction,3.0,Not mature,Springer,2016,303,Audiobook,No,North America
Lift Me Up: Love in Times of Tinder,Shanaya Taneja,Árabe,Juvenile Fiction,4.5,Not mature,Springer,2010,451,Audiobook,Yes ,North America
The Worry Trick: How Your Brain Tricks You into Expecting the Worst and What You Can Do About It,David Carbonell PhD,Español,Juvenile Fiction,3.0,Not mature,Courier Corporation,2011,425,Audiobook,Yes ,Central America
The Duchess Deal,Tessa Dare,Español,Juvenile Fiction,5.0,Not mature,Courier Corporation,2003,288,Audiobook,No ,Latin America
"The Indian Army: Reminiscences, Reforms & Romance",H. S. Panag,Español,Juvenile Fiction,2.0,Not mature,Courier Corporation,2001,528,Audiobook,Yes,Oceania
The Psychology Book: Big Ideas Simply Explained,DK,Varios,Computers,3.0,Not mature,Penguin,1989,447,Audiobook,No,North America
The Godfather,Mario Puzo,Varios,Juvenile Fiction,1.0,Not mature,Penguin,1989,481,Audiobook,No,Latin America
Percy Jackson and the Last Olympian,Rick Riordan,Varios,Juvenile Fiction,1.0,Not mature,Aspen Publishers ,1909,310,Audiobook,Yes ,Europe
High Performance Habits: How Extraordinary People Become That Way,Brendon Burchard,Español,Psychology,3.5,Not mature,DIA Publishing,2015,224,Audiobook,Yes ,North America
Invisible Women: Exposing Data Bias in a World Designed for Men,Caroline Criado Perez,English,Medical,3.0,Not mature,Wolters Kluwer ,1995,139,Audiobook,No ,Oceania
The Way of the Superior Man,David Deida,English,Psychology,3.5,Not mature,Penguin,1991,139,Audiobook,Yes,North America
The PCOS Plan: Prevent and Reverse Polycystic Ovary Syndrome through Diet and Fasting,Nadia Brito Pateguana ND,English,Medical,4.0,Not mature,Penguin,2016,2296,Audiobook,No,Asia
RSS: A View to the Inside,Walter Andersen,Varios,Psychology,3.5,Not mature,Academic Press,1995,45,Audiobook,Yes ,Latin America
Enid Blyton's Holiday Stories,Enid Blyton,Varios,Medical,2.0,Not mature,Cambridge University ,1997,476,Audiobook,Yes ,North America
Eat a Peach: A Memoir,David Chang,Varios,Fiction,3.5,Not mature,Penguin,1931,476,Audiobook,Yes ,Latin America
The Effective Executive: The Definitive Guide to Getting the Right Things Done,Peter F. Drucker,Árabe,Science,4.0,Not mature,Penguin,2016,23,Audiobook,Yes ,Oceania
In the Name of God,Ravi Subramanian,Español,Juvenile Fiction,3.5,Not mature,Routledge,1998,15,Audiobook,Yes ,Central America
The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,Español,Medical,3.5,Not mature,Holt Paperbacks,1986,323,Audiobook,Yes ,North America
Peppa Pig: Play Days,Ladybird,Español,Biography,3.5,Not mature,Oxford University,1996,500,Audiobook,Yes ,North America
You Can Achieve More,Shiv Khera,English,Business & Economics,4.0,Not mature,Penguin,1991,528,Audiobook,Yes ,Asia
The Wind-Up Bird Chronicle,Haruki Murakami,English,Business & Economics,2.0,Not mature,Penguin,2012,394,Audiobook,Yes ,North America
Quidditch Through the Ages,J.K. Rowling,Varios,Business & Economics,3.5,Not mature,Penguin,1915,594,Audiobook,Yes ,North America
The BFG,Roald Dahl,Varios,Computers,4.0,Not mature,Penguin,1968,586,Audiobook,Yes ,Central America
Americanah,Chimamanda Ngozi Adichie,Varios,Business & Economics,3.5,Not mature,Penguin,2019,2664,Audiobook,Yes ,Latin America
Rich Dad's Increase Your Financial IQ: Get Smarter with Your Money,Robert T. Kiyosaki,Árabe,Computers,3.5,Not mature,Penguin,1961,832,Audiobook,No,Oceania
"Intuitive Eating: A Practical Guide to Make Peace with Food, Free Yourself from Chronic Dieting, and Reach Your Natural Weight",Evelyn Tribole,Español,Biography ,2.0,Not mature,Harper Collins,2006,832,Audiobook,Yes ,North America
Meri Jeevan Yatra (Hindi Edition),A. P. J. Abdul Kalam,Español,Biography ,3.5,Not mature,Penguin,2010,564,Audiobook,Yes ,Latin America
"Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking",S.J. Scott,Español,History,4.0,Not mature,Penguin,2011,597,Audiobook,Yes ,Europe
Vipassana Dhyan (Hindi),OSHO,Varios,Biography & Autobiography,3.5,Not mature,Hachette UK,2012,940,Audiobook,No,North America
Inferno,Dan Brown,Varios,Psychology,3.5,Not mature,Penguin,2006,584,Audiobook,Yes ,Oceania
A House for Mr. Biswas,V.S. Naipaul,Varios,English literature,4.0,Not mature,Scarecrow Press,2009,356,Audiobook,No,North America
The Bastard of Istanbul,Elif Shafak,Español,Science,2.0,Not mature,Ballantine Books,2017,304,Audiobook,Yes ,Asia
"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,English,Dentistry,3.5,Not mature,Greenwood P},2011,536,Audiobook,Yes ,Latin America
Pride and Prejudice,Jane Austen,English,Geology,4.0,Not mature,Routledge,2016,208,Audiobook,Yes ,North America
Half of a Yellow Sun,Chimamanda Ngozi Adichie,English,English literature,3.5,Not mature,Henry Holt ,2006,26,Audiobook,Yes ,Latin America
The Qur'an: A New Translation by M. A. S. Abdel Haleem,M. A. S. Abdel Haleem - translator,Varios,Mathematical ,3.5,Not mature,Author House,2010,252,Audiobook,No,Oceania
"My Sister, the Serial Killer",Oyinkan Braithwaite,Varios,Business & Economics,5.0,Not mature,Penguin,1997,226,Audiobook,Yes ,Central America
Genghis Khan and the Making of the Modern World,Jack Weatherford,Varios,Computers,3.0,Not mature,Penguin,1995,504,Audiobook,Yes ,North America
Beach Read,Emily Henry,Árabe,Business & Economics,5.0,Not mature,Oxford University,2016,200,Audiobook,Yes ,North America
The Wealth of Nations,Adam Smith,Español,Biography,3.0,Not mature,Salem Pr Inc,2012,736,Audiobook,Yes ,Asia
Alan Turing: The Enigma,Andrew Hodges,Español,Mineral industries,4.5,Not mature,BookCaps ,2003,262,Audiobook,Yes ,North America
"The Shallows: How the Internet Is Changing the Way We Think, Read and Remember",Nicholas Carr,Español,Business & Economics,3.0,Not mature,Penguin,1988,528,Audiobook,No,North America
Pre-Suasion: A Revolutionary Way to Influence and Persuade,Robert Cialdini,Varios,Students,5.0,Not mature,Penguin,2010,184,Audiobook,Yes ,Central America
A Fine Balance,Rohinton Mistry,Varios,Technologists,2.0,Not mature,Penguin,2001,240,Audiobook,Yes ,Latin America
A Whole New Mind: Why Right-Brainers Will Rule the Future,Daniel H. Pink,Varios,Technologists,3.0,Not mature,Penguin,1968,304,Audiobook,No ,Oceania
Ajaya Pason ka Khel,Anand Neelkantan,Español,Architecture,1.0,Not mature,Penguin,2022,175,Audiobook,Yes,North America
The Secret Wish List,Preeti Shenoy,English,History,1.0,Not mature,Penguin,1983,365,Audiobook,No,Latin America
Alice's Adventures in Wonderland,Lewis Carroll,English,Geology,3.5,Not mature,Penguin,1931,586,Audiobook,No,Europe
Seven Brief Lessons on Physics,Carlo Rovelli,English,English literature,3.0,Not mature,Penguin,1995,66,Audiobook,Yes ,North America
"The Blood of Olympus: Heroes of Olympus, Book 5",Rick Riordan,Varios,English literature,3.5,Not mature,Yearling,2006,304,Audiobook,Yes ,Oceania
"The Blood of Olympus: Heroes of Olympus, Book 5",Rick Riordan,Varios,English literature,4.0,Not mature,Yearling,2017,448,Audiobook,No ,North America
10 Judgements That Changed India,Zia Mody,Varios,Juvenile Fiction,3.5,Not mature,Penguin,1998,448,Audiobook,Yes,Asia
"How to Analyze People: The Complete Psychologist’s Guide to Speed Reading People - Analyze and Influence Anyone Through Human Behavior Psychology, Analysis of Body Language and Personality Types",Brandon Cooper,Árabe,Medical,2.0,Not mature,Penguin,2015,800,Audiobook,No,Latin America
"How to Analyze People: The Ultimate Guide to Speed Reading People Through Behavioral Psychology, Analyzing Body Language, Understand What Every Person is Saying Using Emotional Intelligence, Dark.",Robert Leary,Español,Biography,3.5,Not mature,Psychology Press,2011,384,Audiobook,Yes,North America
Chanakya in You: Adventures of a Modern Kingmaker,Radhakrishnan Pillai,Español,Business & Economics,4.0,Not mature,Penguin,1991,160,Audiobook,No,Latin America
One Night at the Call Centre,Chetan Bhagat,Español,Juvenile Fiction,3.5,Not mature,Penguin,1989,400,Audiobook,Yes,Oceania
Retrain Your Brain: Cognitive Behavioral Therapy in 7 Weeks: A Workbook for Managing Depression and Anxiety,Seth J. Gillihan PhD,Varios,Juvenile Fiction,3.5,Not mature,Oxford University,2012,426,Audiobook,No,Central America
"The Circadian Code: Lose Weight, Supercharge Your Energy and Sleep Well Every Night",Dr. Satchidananda Panda,Varios,Computers,3.5,Not mature,IGI Global,1983,316,Audiobook,Yes,North America
Practical Female Psychology: For the Practical Man,Joseph South,Varios,Business & Economics,4.0,Not mature,Oxford University,2011,163,Audiobook,Yes,North America
"Training the Mind, Healing the Body: A Complete Course for Holistic Health and Well Being",Dr. Deepak Chopra,Español,Computers,2.0,Not mature,Oxford University,2010,530,Audiobook,Yes,Asia
And the Mountains Echoed,Khaled Hosseini,English,Biography ,3.5,Not mature,Oxford University,1996,2416,Audiobook,No,North America
Big Little Lies,Liane Moriarty,English,Biography ,4.0,Not mature,Penguin,2009,188,Audiobook,Yes,North America
"Rodrick Rules: Diary of a Wimpy Kid, Book 2",Jeff Kinney,English,History,3.5,Not mature,Penguin,1986,1746,Audiobook,No,Central America
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,Varios,Biography & Autobiography,3.5,Not mature,Penguin,2009,207,Audiobook,Yes,Latin America
Thinking in Systems: A Primer,Donella H. Meadows,Varios,Psychology,2.0,Not mature,Penguin,2014,328,Audiobook,Yes,Oceania
The Art of the Start 2.0,Guy Kawasaki,Varios,English literature,3.5,Not mature,Yearling,2004,645,Audiobook,Yes,North America
The Forbidden Tattoo: Love in Times of Tinder,Shanaya Taneja,Árabe,Science,4.0,Not mature,Open Court ,2016,546,Audiobook,No,Latin America
English Speaking Master. Proficiency level B2-C1: Listen & Learn,Dorota Guzik,Español,Dentistry,3.5,Not mature,Open Court ,2016,46,Audiobook,Yes,Europe
"The Power of Vulnerability: Teachings of Authenticity, Connection, and Courage",Brené Brown PhD,Español,Geology,3.5,Mature,CRC Press,2016,704,Audiobook,No,North America
Do the Work,Steven Pressfield,Español,English literature,4.0,Not mature,CRC Press,1981,96,Audiobook,Yes,Oceania
The Presentation Secrets of Steve Jobs: How to Be Insanely Great in Front of Any Audience,Carmine Gallo,English,Mathematical ,2.0,Not mature,CRC Press,1991,865,Audiobook,Yes,North America
Nine Lives: In Search of the Sacred in Modern India,William Dalrymple,English,Business & Economics,3.5,Not mature,CRC Press,1915,66,Audiobook,Yes ,Asia
Rule #1: The Simple Strategy for Successful Investing - in Only 15 Minutes a Week!,Phil Town,Varios,Computers,4.0,Not mature,CRC Press,2010,240,Audiobook,Yes ,Latin America
Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,Varios,Business & Economics,3.5,Not mature,CRC Press,1997,176,Audiobook,Yes ,North America
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,Varios,Biography,3.5,Not mature,Carolina Press,1909,320,Audiobook,Yes ,Latin America
Fantastic Mr Fox,Roald Dahl,Árabe,Mineral industries,5.0,Not mature,Oxford University,2011,304,Audiobook,Yes ,Oceania
"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",Will Bulsiewicz,Español,Business & Economics,3.0,Not mature,Münster,2021,320,Audiobook,Yes ,Central America
The Secret History,Donna Tartt,Español,Students,5.0,Not mature,BookCaps ,2006,22,Audiobook,Yes ,North America
The Hero with a Thousand Faces,Joseph Campbell,Español,Technologists,3.0,Not mature,SAGE,1989,11,Audiobook,Yes ,North America
Titan: Inside India's Most Successful Consumer Brand,Vinay Kamath,Varios,Technologists,4.5,Not mature,SAGE,1865,383,Audiobook,Yes ,Asia
The Happiness Advantage,Shawn Achor,Varios,Architecture,3.0,Not mature,SAGE,2006,275,Audiobook,Yes ,North America
Side Hustle: Build a side business and make extra money - without quitting your day job,Chris Guillebeau,Varios,History,5.0,Not mature,SAGE,2011,103,Audiobook,Yes ,North America
Exhalation,Ted Chiang,Español,Geology,2.0,Not mature,SAGE,1989,436,Audiobook,Yes ,Central America
F.U. Money: Make as Much Money as You Damn Well Want and Live Your LIfe as You Damn Well Please!,Dan Lok,English,English literature,3.0,Not mature,Cengage Learning ,2016,337,Audiobook,No,Latin America
"Dirty Billionaire Trilogy: Dirty Billionaire, Dirty Pleasures, and Dirty Together",Meghan March,English,English literature,1.0,Not mature,SIAM,1980,313,Audiobook,Yes ,Oceania
The Art of Critical Decision Making,Michael A. Roberto,English,English literature,1.0,Not mature,SIAM,1961,45,Audiobook,Yes ,North America
Interpreter of Maladies,Jhumpa Lahiri,Varios,English literature,3.5,Not mature,CRC Press,2016,286,Audiobook,Yes ,Latin America
The Brahmin,Ravi Shankar Etteth,Varios,Juvenile Fiction,3.0,Not mature,John Wiley & Sons,2016,271,Audiobook,No,Europe
How Fascism Works: The Politics of Us and Them,Jason Stanley,Varios,Juvenile Fiction,3.5,Not mature,John Wiley & Sons,2015,353,Audiobook,Yes ,North America
"Practicing the Power of Now: Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,Árabe,Juvenile Fiction,4.0,Not mature,John Wiley & Sons,2019,304,Audiobook,No,Oceania
Salt: A World History,Mark Kurlansky,Español,Juvenile Fiction,3.5,Not mature,Springer,2016,80,Audiobook,Yes ,North America
The Seven Spiritual Laws of Success,Deepak Chopra,Español,Juvenile Fiction,2.0,Not mature,Springer,1998,227,Audiobook,Yes ,Asia
"Feel the Fear and Do It Anyway: Dynamic Techniques for Turning Fear, Indecision, and Anger into Power, Action, and Love",Susan Jeffers PhD,Español,Juvenile Fiction,3.5,Not mature,Springer,2007,564,Audiobook,Yes ,Latin America
Business Maharajas,Gita Piramal,Varios,Juvenile Fiction,4.0,Not mature,Springer,2012,985,Audiobook,Yes ,North America
Shadow and Bone,Leigh Bardugo,Varios,Juvenile Fiction,3.5,Not mature,Springer,2010,356,Audiobook,No,Latin America
Latitudes of Longing,Shubhangi Swarup,Varios,Juvenile Fiction,3.5,Not mature,Courier Corporation,2012,425,Audiobook,Yes ,Oceania
The Lord Of The Rings: The Two Towers (Dramatised),J. R. R Tolkien,Español,Education,3.5,Not mature,Courier Corporation,2010,745,Audiobook,Yes ,Central America
The Complete George Smiley Radio Dramas: BBC Radio 4 Full-Cast Dramatisation,John le Carré,English,Education,4.0,Not mature,Courier Corporation,1980,658,Audiobook,Yes ,North America
"Northern Lights: His Dark Materials Trilogy, Book 1",Philip Pullman,English,Education,2.0,Not mature,Penguin,2002,115,Audiobook,Yes ,North America
The Rational Male,Rollo Tomassi,English,Education,3.5,Not mature,Penguin,2009,128,Audiobook,Yes ,Asia
The Adventures of Rusty,Ruskin Bond,Varios,Juvenile Fiction,4.0,Not mature,Aspen Publishers ,1987,203,Audiobook,No,North America
The Ultimate Zig Ziglar Library,Zig Ziglar,Varios,Medical,3.5,Not mature,DIA Publishing,1987,315,Audiobook,Yes ,North America
